data_feed_table_name,data_feed_column_name,data_feed_data_type,staging_table_name,staging_column_name,staging_data_type,column_order
etl.ext_stg_mag_data_feed,col27,varchar,etl.stg_mag_header,hear_dt,timestamp,27
etl.ext_stg_mag_data_feed,col28,varchar,etl.stg_mag_header,psr_req_dt,timestamp,28
etl.ext_stg_mag_data_feed,col29,varchar,etl.stg_mag_header,proc_ini_dt,timestamp,29
etl.ext_stg_mag_data_feed,col30,varchar,etl.stg_mag_header,brd_awd_no,varchar,30
etl.ext_stg_mag_data_feed,col31,varchar,etl.stg_mag_header,brd_awd_dt,timestamp,31
etl.ext_stg_mag_data_feed,col32,text,etl.stg_mag_header,tc_tmpl,varchar,32
etl.ext_stg_mag_data_feed,col33,text,etl.stg_mag_header,part_pymt_inv_alwd,bpchar,33
etl.ext_stg_mag_data_feed,col34,varchar,etl.stg_mag_header,part_rect_alw_fl,bpchar,34
etl.ext_stg_mag_data_feed,col35,varchar,etl.stg_mag_header,prnt_job_cd,varchar,35
etl.ext_stg_mag_data_feed,col36,varchar,etl.stg_mag_header,obj_att_sg_tot,int,36
etl.ext_stg_mag_data_feed,col37,varchar,etl.stg_mag_header,obj_att_pg_tot,int,37
etl.ext_stg_mag_data_feed,col38,varchar,etl.stg_mag_header,pc_chng_max_am,"numeric(16,2)",38
etl.ext_stg_mag_data_feed,col39,varchar,etl.stg_mag_header,wf_pc_chng_max_am,"numeric(16,2)",39
etl.ext_stg_mag_data_feed,col40,varchar,etl.stg_mag_header,wf_tot_max_am,"numeric(16,2)",40
etl.ext_stg_mag_data_feed,col41,varchar,etl.stg_mag_header,orig_max_ct_amt,"numeric(16,2)",41
etl.ext_stg_mag_data_feed,col42,varchar,etl.stg_mag_header,oca_no,varchar,42
etl.ext_stg_mag_data_feed,col43,varchar,etl.stg_mag_header,orig_strt_dt,date,43
etl.ext_stg_mag_data_feed,col44,varchar,etl.stg_mag_header,orig_end_dt,date,44
etl.ext_stg_mag_data_feed,col45,varchar,etl.stg_mag_header,reg_dt,date,45
etl.ext_stg_mag_data_feed,col46,text,etl.stg_mag_header,reas_mod_dc,varchar,46
etl.ext_stg_mag_data_feed,col47,varchar,etl.stg_mag_header,issr_id,varchar,47
etl.ext_stg_mag_data_feed,col48,varchar,etl.stg_mag_header,issr_nm,varchar,48
etl.ext_stg_mag_data_feed,col49,varchar,etl.stg_mag_header,issr_ph_no,varchar,49
etl.ext_stg_mag_data_feed,col50,varchar,etl.stg_mag_header,issr_ph_ext,varchar,50
etl.ext_stg_mag_data_feed,col51,varchar,etl.stg_mag_header,issr_email_ad,varchar,51
etl.ext_stg_mag_data_feed,col52,varchar,etl.stg_mag_header,rqstr_id,varchar,52
etl.ext_stg_mag_data_feed,col53,varchar,etl.stg_mag_header,rqstr_nm,varchar,53
etl.ext_stg_mag_data_feed,col54,varchar,etl.stg_mag_header,rqstr_ph_no,varchar,54
etl.ext_stg_mag_data_feed,col55,varchar,etl.stg_mag_header,rqstr_ph_ext,varchar,55
etl.ext_stg_mag_data_feed,col56,varchar,etl.stg_mag_header,rqstr_email_ad,varchar,56
etl.ext_stg_mag_data_feed,col57,text,etl.stg_mag_header,rqstr_dept_cd,varchar,57
etl.ext_stg_mag_data_feed,col58,varchar,etl.stg_mag_header,team_id,varchar,58
etl.ext_stg_mag_data_feed,col59,text,etl.stg_mag_header,buyr_nm,varchar,59
etl.ext_stg_mag_data_feed,col60,text,etl.stg_mag_header,buyr_ph_no,varchar,60
etl.ext_stg_mag_data_feed,col61,text,etl.stg_mag_header,buyr_ph_ext,varchar,61
etl.ext_stg_mag_data_feed,col62,text,etl.stg_mag_header,ofcr_nm,varchar,62
etl.ext_stg_mag_data_feed,col63,text,etl.stg_mag_header,ofcr_ph_no,varchar,63
etl.ext_stg_mag_data_feed,col64,text,etl.stg_mag_header,ofcr_ph_ext,varchar,64
etl.ext_stg_mag_data_feed,col65,varchar,etl.stg_mag_header,ofcr_email_ad,varchar,65
etl.ext_stg_mag_data_feed,col66,varchar,etl.stg_mag_header,ord_min_am,"numeric(16,2)",66
etl.ext_stg_mag_data_feed,col67,varchar,etl.stg_mag_header,ord_max_am,"numeric(16,2)",67
etl.ext_stg_mag_data_feed,col68,varchar,etl.stg_mag_header,ma_prch_lmt_am,"numeric(16,2)",68
etl.ext_stg_mag_data_feed,col69,varchar,etl.stg_mag_header,ord_min_fl,bpchar,69
etl.ext_stg_mag_data_feed,col70,varchar,etl.stg_mag_header,ord_max_fl,bpchar,70
etl.ext_stg_mag_data_feed,col71,varchar,etl.stg_mag_header,ma_prch_lmt_fl,bpchar,71
etl.ext_stg_mag_data_feed,col72,text,etl.stg_mag_header,dscr_ext,varchar,72
etl.ext_stg_mag_data_feed,col73,varchar,etl.stg_mag_header,ship_loc_cd,varchar,73
etl.ext_stg_mag_data_feed,col74,varchar,etl.stg_mag_header,ship_meth_cd,varchar,74
etl.ext_stg_mag_data_feed,col75,varchar,etl.stg_mag_header,free_brd_cd,varchar,75
etl.ext_stg_mag_data_feed,col76,varchar,etl.stg_mag_header,dlvr_typ,int,76
etl.ext_stg_mag_data_feed,col77,varchar,etl.stg_mag_header,dlvr_dy,int,77
etl.ext_stg_mag_data_feed,col78,text,etl.stg_mag_header,ship_info,varchar,78
etl.ext_stg_mag_data_feed,col79,varchar,etl.stg_mag_header,bill_loc_cd,varchar,79
etl.ext_stg_mag_data_feed,col80,text,etl.stg_mag_header,bill_info,varchar,80
etl.ext_stg_mag_data_feed,col81,varchar,etl.stg_mag_header,gnrc_po_rpt_1,varchar,81
etl.ext_stg_mag_data_feed,col82,varchar,etl.stg_mag_header,gnrc_po_rpt_2,varchar,82
etl.ext_stg_mag_data_feed,col83,varchar,etl.stg_mag_header,gnrc_po_rpt_3,varchar,83
etl.ext_stg_mag_data_feed,col84,varchar,etl.stg_mag_header,dept_report_1,varchar,84
etl.ext_stg_mag_data_feed,col85,varchar,etl.stg_mag_header,dept_report_2,varchar,85
etl.ext_stg_mag_data_feed,col86,varchar,etl.stg_mag_header,dept_report_3,varchar,86
etl.ext_stg_mag_data_feed,col87,varchar,etl.stg_mag_header,dept_report_4,varchar,87
etl.ext_stg_mag_data_feed,col88,varchar,etl.stg_mag_header,doc_crea_usid,varchar,88
etl.ext_stg_mag_data_feed,col89,varchar,etl.stg_mag_header,doc_appl_crea_dt,date,89
etl.ext_stg_mag_data_feed,col90,varchar,etl.stg_mag_header,doc_appl_last_usid,varchar,90
etl.ext_stg_mag_data_feed,col91,varchar,etl.stg_mag_header,doc_appl_last_dt,date,91
etl.ext_stg_mag_data_feed,col92,varchar,etl.stg_mag_header,po_repl_dept_cd,varchar,92
etl.ext_stg_mag_data_feed,col93,varchar,etl.stg_mag_header,po_repl_by_doc_cd,varchar,93
etl.ext_stg_mag_data_feed,col94,varchar,etl.stg_mag_header,doc_func_cd,int,94
etl.ext_stg_mag_data_feed,doc_cd,varchar,etl.stg_mag_award_detail,doc_cd,varchar,2
etl.ext_stg_mag_data_feed,doc_dept_cd,varchar,etl.stg_mag_award_detail,doc_dept_cd,varchar,3
etl.ext_stg_mag_data_feed,doc_id,varchar,etl.stg_mag_award_detail,doc_id,varchar,4
etl.ext_stg_mag_data_feed,doc_vers_no,varchar,etl.stg_mag_award_detail,doc_vers_no,int,5
etl.ext_stg_mag_data_feed,col6,varchar,etl.stg_mag_award_detail,doc_awddet_ln_no,int,6
etl.ext_stg_mag_data_feed,col7,varchar,etl.stg_mag_award_detail,awd_meth_cd,varchar,7
etl.ext_stg_mag_data_feed,col8,varchar,etl.stg_mag_award_detail,awd_lvl_cd,varchar,8
etl.ext_stg_mag_data_feed,col9,varchar,etl.stg_mag_award_detail,cttyp_cd,varchar,9
etl.ext_stg_mag_data_feed,col10,varchar,etl.stg_mag_award_detail,ctcls_cd,varchar,10
etl.ext_stg_mag_data_feed,col11,varchar,etl.stg_mag_award_detail,clsd_typ_cd,varchar,11
etl.ext_stg_mag_data_feed,col12,varchar,etl.stg_mag_award_detail,ctcat_cd_1,varchar,12
etl.ext_stg_mag_data_feed,col13,varchar,etl.stg_mag_award_detail,multi_cat_fl,bpchar,13
etl.ext_stg_mag_data_feed,col14,varchar,etl.stg_mag_award_detail,ctcat_cd_2,varchar,14
etl.ext_stg_mag_data_feed,col15,varchar,etl.stg_mag_award_detail,ctcat_cd_3,varchar,15
etl.ext_stg_mag_data_feed,col16,varchar,etl.stg_mag_award_detail,ctcat_cd_4,varchar,16
etl.ext_stg_mag_data_feed,col17,varchar,etl.stg_mag_award_detail,ctcat_cd_5,varchar,17
etl.ext_stg_mag_data_feed,col18,varchar,etl.stg_mag_award_detail,resp_no,int,18
etl.ext_stg_mag_data_feed,col19,varchar,etl.stg_mag_award_detail,out_of_no_so,int,19
etl.ext_stg_mag_data_feed,col20,varchar,etl.stg_mag_award_detail,loc_serv,varchar,20
etl.ext_stg_mag_data_feed,col21,varchar,etl.stg_mag_award_detail,loc_zip,varchar,21
etl.ext_stg_mag_data_feed,col22,varchar,etl.stg_mag_award_detail,brgh_cd,varchar,22
etl.ext_stg_mag_data_feed,col23,varchar,etl.stg_mag_award_detail,blck_cd,varchar,23
etl.ext_stg_mag_data_feed,col24,varchar,etl.stg_mag_award_detail,lot_cd,varchar,24
etl.ext_stg_mag_data_feed,col25,varchar,etl.stg_mag_award_detail,coun_dist_cd,varchar,25
etl.ext_stg_mag_data_feed,col26,varchar,etl.stg_mag_award_detail,rnew_cd,varchar,26
etl.ext_stg_mag_data_feed,col27,varchar,etl.stg_mag_award_detail,cntrc_mwbe_fl,bpchar,27
etl.ext_stg_mag_data_feed,col28,varchar,etl.stg_mag_award_detail,tar_utl_pc,int,28
etl.ext_stg_mag_data_feed,col29,varchar,etl.stg_mag_award_detail,tar_utl_am,"numeric(18,2)",29
etl.ext_stg_mag_data_feed,col30,varchar,etl.stg_mag_award_detail,comp_crt_cd_1,varchar,30
etl.ext_stg_mag_data_feed,col31,varchar,etl.stg_mag_award_detail,comp_cri_resp_1,int,31
etl.ext_stg_mag_data_feed,col32,varchar,etl.stg_mag_award_detail,comp_crt_cd_2,varchar,32
etl.ext_stg_mag_data_feed,col33,varchar,etl.stg_mag_award_detail,comp_cri_resp_2,int,33
etl.ext_stg_mag_data_feed,col34,varchar,etl.stg_mag_award_detail,comp_crt_cd_3,varchar,34
etl.ext_stg_mag_data_feed,col35,varchar,etl.stg_mag_award_detail,comp_cri_resp_3,int,35
etl.ext_stg_mag_data_feed,col36,varchar,etl.stg_mag_award_detail,comp_crt_cd_4,varchar,36
etl.ext_stg_mag_data_feed,col37,varchar,etl.stg_mag_award_detail,comp_cri_resp_4,int,37
etl.ext_stg_mag_data_feed,col38,varchar,etl.stg_mag_award_detail,comp_crt_cd_5,varchar,38
etl.ext_stg_mag_data_feed,col39,varchar,etl.stg_mag_award_detail,comp_cri_resp_5,int,39
etl.ext_stg_mag_data_feed,col40,varchar,etl.stg_mag_award_detail,non_comp_reas,varchar,40
etl.ext_stg_mag_data_feed,col41,varchar,etl.stg_mag_award_detail,cons_reas_cd_1,varchar,41
etl.ext_stg_mag_data_feed,col42,varchar,etl.stg_mag_award_detail,cons_reas_cd_2,varchar,42
etl.ext_stg_mag_data_feed,col43,varchar,etl.stg_mag_award_detail,red_adv,int,43
etl.ext_stg_mag_data_feed,col44,varchar,etl.stg_mag_award_detail,constr_rel_fl,bpchar,44
etl.ext_stg_mag_data_feed,col45,varchar,etl.stg_mag_award_detail,extrn_so_no,varchar,45
etl.ext_stg_mag_data_feed,col46,varchar,etl.stg_mag_award_detail,liq_dmg_chrg,"numeric(18,2)",46
etl.ext_stg_mag_data_feed,col47,varchar,etl.stg_mag_award_detail,req_perf_py_bnd_fl,bpchar,47
etl.ext_stg_mag_data_feed,col48,varchar,etl.stg_mag_award_detail,reas_no_perf_bnd,int,48
etl.ext_stg_mag_data_feed,col49,varchar,etl.stg_mag_award_detail,wk_site_cd_01,varchar,49
etl.ext_stg_mag_data_feed,col50,varchar,etl.stg_mag_award_detail,wk_site_cd_02,varchar,50
etl.ext_stg_mag_data_feed,col51,varchar,etl.stg_mag_award_detail,wk_site_cd_03,varchar,51
etl.ext_stg_mag_data_feed,col52,varchar,etl.stg_mag_award_detail,wk_site_cd_04,varchar,52
etl.ext_stg_mag_data_feed,col53,varchar,etl.stg_mag_award_detail,wk_site_cd_05,varchar,53
etl.ext_stg_mag_data_feed,col54,varchar,etl.stg_mag_award_detail,wk_site_cd_06,varchar,54
etl.ext_stg_mag_data_feed,col55,varchar,etl.stg_mag_award_detail,wk_site_cd_07,varchar,55
etl.ext_stg_mag_data_feed,col56,varchar,etl.stg_mag_award_detail,wk_site_cd_08,varchar,56
etl.ext_stg_mag_data_feed,col57,varchar,etl.stg_mag_award_detail,wk_site_cd_09,varchar,57
etl.ext_stg_mag_data_feed,col58,varchar,etl.stg_mag_award_detail,wk_site_cd_10,varchar,58
etl.ext_stg_mag_data_feed,col59,varchar,etl.stg_mag_award_detail,percent_01,"numeric(17,4)",59
etl.ext_stg_mag_data_feed,col60,varchar,etl.stg_mag_award_detail,percent_02,"numeric(17,4)",60
etl.ext_stg_mag_data_feed,col61,varchar,etl.stg_mag_award_detail,percent_03,"numeric(17,4)",61
etl.ext_stg_mag_data_feed,col62,varchar,etl.stg_mag_award_detail,percent_04,"numeric(17,4)",62
etl.ext_stg_mag_data_feed,col63,varchar,etl.stg_mag_award_detail,percent_05,"numeric(17,4)",63
etl.ext_stg_mag_data_feed,col64,varchar,etl.stg_mag_award_detail,percent_06,"numeric(17,4)",64
etl.ext_stg_mag_data_feed,col65,varchar,etl.stg_mag_award_detail,percent_07,"numeric(17,4)",65
etl.ext_stg_mag_data_feed,col66,varchar,etl.stg_mag_award_detail,percent_08,"numeric(17,4)",66
etl.ext_stg_mag_data_feed,col67,varchar,etl.stg_mag_award_detail,percent_09,"numeric(17,4)",67
etl.ext_stg_mag_data_feed,col68,varchar,etl.stg_mag_award_detail,percent_10,"numeric(17,4)",68
etl.ext_stg_mag_data_feed,doc_cd,varchar,etl.stg_mag_vendor,doc_cd,varchar,2
etl.ext_stg_mag_data_feed,doc_dept_cd,varchar,etl.stg_mag_vendor,doc_dept_cd,varchar,3
etl.ext_stg_mag_data_feed,doc_id,varchar,etl.stg_mag_vendor,doc_id,varchar,4
etl.ext_stg_mag_data_feed,doc_vers_no,varchar,etl.stg_mag_vendor,doc_vers_no,int,5
etl.ext_stg_mag_data_feed,col6,varchar,etl.stg_mag_vendor,doc_vend_ln_no,int,6
etl.ext_stg_mag_data_feed,col7,varchar,etl.stg_mag_vendor,vend_cust_cd,varchar,7
etl.ext_stg_mag_data_feed,col8,varchar,etl.stg_mag_vendor,lgl_nm,varchar,8
etl.ext_stg_mag_data_feed,col9,varchar,etl.stg_mag_vendor,alias_nm,varchar,9
etl.ext_stg_mag_data_feed,col10,varchar,etl.stg_mag_vendor,ad_id,varchar,10
etl.ext_stg_mag_data_feed,col11,varchar,etl.stg_mag_vendor,ad_ln_1,varchar,11
etl.ext_stg_mag_data_feed,col12,varchar,etl.stg_mag_vendor,ad_ln_2,varchar,12
etl.ext_stg_mag_data_feed,col13,varchar,etl.stg_mag_vendor,city,varchar,13
etl.ext_stg_mag_data_feed,col14,varchar,etl.stg_mag_vendor,st,varchar,14
etl.ext_stg_mag_data_feed,col15,varchar,etl.stg_mag_vendor,zip,varchar,15
etl.ext_stg_mag_data_feed,col16,varchar,etl.stg_mag_vendor,ctry,varchar,16
etl.ext_stg_mag_data_feed,col17,varchar,etl.stg_mag_vendor,vend_pref_lvl,int,17
etl.ext_stg_mag_data_feed,col18,varchar,etl.stg_mag_vendor,cntac_id,varchar,18
etl.ext_stg_mag_data_feed,col19,varchar,etl.stg_mag_vendor,prin_cntac,varchar,19
etl.ext_stg_mag_data_feed,col20,varchar,etl.stg_mag_vendor,voice_ph_no,varchar,20
etl.ext_stg_mag_data_feed,col21,varchar,etl.stg_mag_vendor,voice_ph_ext,varchar,21
etl.ext_stg_mag_data_feed,col22,varchar,etl.stg_mag_vendor,email_ad,varchar,22
etl.ext_stg_mag_data_feed,col23,varchar,etl.stg_mag_vendor,ma_vend_typ,int,23
etl.ext_stg_mag_data_feed,col24,varchar,etl.stg_mag_vendor,ma_doc_cd,varchar,24
etl.ext_stg_mag_data_feed,col25,varchar,etl.stg_mag_vendor,ma_doc_dept_cd,varchar,25
etl.ext_stg_mag_data_feed,col26,varchar,etl.stg_mag_vendor,ma_doc_id,varchar,26
etl.ext_stg_mag_data_feed,col27,varchar,etl.stg_mag_vendor,email_ad_dup,varchar,27
etl.ext_stg_mag_data_feed,col28,varchar,etl.stg_mag_vendor,tin_ein,varchar,28
etl.ext_stg_mag_data_feed,col29,varchar,etl.stg_mag_vendor,tin_ssn,varchar,29
etl.ext_stg_mag_data_feed,col30,varchar,etl.stg_mag_vendor,disc_1_dy,int,30
etl.ext_stg_mag_data_feed,col31,varchar,etl.stg_mag_vendor,disc_2_dy,int,31
etl.ext_stg_mag_data_feed,col32,varchar,etl.stg_mag_vendor,disc_3_dy,int,32
etl.ext_stg_mag_data_feed,col33,varchar,etl.stg_mag_vendor,disc_4_dy,int,33
etl.ext_stg_mag_data_feed,col34,varchar,etl.stg_mag_vendor,disc_1_pc,"numeric(17,4)",34
etl.ext_stg_mag_data_feed,col35,varchar,etl.stg_mag_vendor,disc_2_pc,"numeric(17,4)",35
etl.ext_stg_mag_data_feed,col36,varchar,etl.stg_mag_vendor,disc_3_pc,"numeric(17,4)",36
etl.ext_stg_mag_data_feed,col37,varchar,etl.stg_mag_vendor,disc_4_pc,"numeric(17,4)",37
etl.ext_stg_mag_data_feed,col38,varchar,etl.stg_mag_vendor,disc_alw_1_fl,bpchar,38
etl.ext_stg_mag_data_feed,col39,varchar,etl.stg_mag_vendor,disc_alw_2_fl,bpchar,39
etl.ext_stg_mag_data_feed,col40,varchar,etl.stg_mag_vendor,disc_alw_3_fl,bpchar,40
etl.ext_stg_mag_data_feed,col41,varchar,etl.stg_mag_vendor,disc_alw_4_fl,bpchar,41
etl.ext_stg_fms_data_feed,doc_cd,varchar,etl.stg_fms_header,doc_cd,varchar,2
etl.ext_stg_fms_data_feed,doc_dept_cd,varchar,etl.stg_fms_header,doc_dept_cd,varchar,3
etl.ext_stg_fms_data_feed,doc_id,varchar,etl.stg_fms_header,doc_id,varchar,4
etl.ext_stg_fms_data_feed,doc_vers_no,varchar,etl.stg_fms_header,doc_vers_no,int,5
etl.ext_stg_fms_data_feed,col6,varchar,etl.stg_fms_header,doc_rec_dt_dc,date,6
etl.ext_stg_fms_data_feed,col7,varchar,etl.stg_fms_header,doc_bfy,int,7
etl.ext_stg_fms_data_feed,col8,varchar,etl.stg_fms_header,doc_fy_dc,int,8
etl.ext_stg_fms_data_feed,col9,varchar,etl.stg_fms_header,doc_per_dc,bpchar,9
etl.ext_stg_fms_data_feed,col10,varchar,etl.stg_fms_header,chk_eft_am,"numeric(24,2)",10
etl.ext_stg_fms_data_feed,col11,varchar,etl.stg_fms_header,chk_eft_iss_dt,date,11
etl.ext_stg_fms_data_feed,col12,varchar,etl.stg_fms_header,chk_eft_rec_dt,date,12
etl.ext_stg_fms_data_feed,col13,varchar,etl.stg_fms_header,chk_eft_sta,int,13
etl.ext_stg_fms_data_feed,col14,varchar,etl.stg_fms_header,can_typ_cd,int,14
etl.ext_stg_fms_data_feed,col15,varchar,etl.stg_fms_header,can_reas_cd_dc,int,15
etl.ext_stg_fms_data_feed,col16,varchar,etl.stg_fms_header,ln_am,"numeric(24,2)",16
etl.ext_stg_fms_data_feed,col17,varchar,etl.stg_fms_header,disc_am,"numeric(24,2)",17
etl.ext_stg_fms_data_feed,col18,varchar,etl.stg_fms_header,intr_am,"numeric(24,2)",18
etl.ext_stg_fms_data_feed,col19,varchar,etl.stg_fms_header,bkup_whld_am,"numeric(24,2)",19
etl.ext_stg_fms_data_feed,col20,varchar,etl.stg_fms_header,inct_am,"numeric(24,2)",20
etl.ext_stg_fms_data_feed,col21,varchar,etl.stg_fms_header,rtg_am,"numeric(24,2)",21
etl.ext_stg_fms_data_feed,doc_cd,varchar,etl.stg_fms_vendor,doc_cd,varchar,2
etl.ext_stg_fms_data_feed,doc_dept_cd,varchar,etl.stg_fms_vendor,doc_dept_cd,varchar,3
etl.ext_stg_fms_data_feed,doc_id,varchar,etl.stg_fms_vendor,doc_id,varchar,4
etl.ext_stg_fms_data_feed,doc_vers_no,varchar,etl.stg_fms_vendor,doc_vers_no,int,5
etl.ext_stg_fms_data_feed,col6,varchar,etl.stg_fms_vendor,doc_vend_ln_no,int,6
etl.ext_stg_fms_data_feed,col7,varchar,etl.stg_fms_vendor,vend_cust_cd,varchar,7
etl.ext_stg_fms_data_feed,col8,varchar,etl.stg_fms_vendor,lgl_nm,varchar,8
etl.ext_stg_fms_data_feed,col9,varchar,etl.stg_fms_vendor,alias_nm,varchar,9
etl.ext_stg_fms_data_feed,col10,varchar,etl.stg_fms_vendor,ad_id,varchar,10
etl.ext_stg_fms_data_feed,col11,varchar,etl.stg_fms_vendor,org_cls,varchar,11
etl.ext_stg_fms_data_feed,col12,varchar,etl.stg_fms_vendor,misc_acct_fl,int,12
etl.ext_stg_fms_data_feed,col13,varchar,etl.stg_fms_vendor,ad_ln_1,varchar,13
etl.ext_stg_fms_data_feed,col14,varchar,etl.stg_fms_vendor,ad_ln_2,varchar,14
etl.ext_stg_fms_data_feed,col15,varchar,etl.stg_fms_vendor,ctry,varchar,15
etl.ext_stg_fms_data_feed,col16,varchar,etl.stg_fms_vendor,st,varchar,16
etl.ext_stg_fms_data_feed,col17,varchar,etl.stg_fms_vendor,zip,varchar,17
etl.ext_stg_fms_data_feed,col18,varchar,etl.stg_fms_vendor,city,varchar,18
etl.ext_stg_fms_data_feed,col19,varchar,etl.stg_fms_vendor,bustype_mnrt,varchar,19
etl.ext_stg_fms_data_feed,col20,varchar,etl.stg_fms_vendor,bustype_mnrt_status,smallint,20
etl.ext_stg_fms_data_feed,col21,varchar,etl.stg_fms_vendor,minority_type_id,smallint,21
etl.ext_stg_fms_data_feed,col22,varchar,etl.stg_fms_vendor,bustype_wmno,varchar,22
etl.ext_stg_fms_data_feed,col23,varchar,etl.stg_fms_vendor,bustype_wmno_status,smallint,23
etl.ext_stg_fms_data_feed,col24,varchar,etl.stg_fms_vendor,bustype_locb,varchar,24
etl.ext_stg_fms_data_feed,col25,varchar,etl.stg_fms_vendor,bustype_locb_status,smallint,25
etl.ext_stg_fms_data_feed,col26,varchar,etl.stg_fms_vendor,bustype_eent,varchar,26
etl.ext_stg_fms_data_feed,col27,varchar,etl.stg_fms_vendor,bustype_eent_status,smallint,27
etl.ext_stg_fms_data_feed,col28,varchar,etl.stg_fms_vendor,bustype_exmp,varchar,28
etl.ext_stg_fms_data_feed,col29,varchar,etl.stg_fms_vendor,bustype_exmp_status,smallint,29
etl.ext_stg_fms_data_feed,doc_cd,varchar,etl.stg_fms_accounting_line,doc_cd,varchar,2
etl.ext_stg_fms_data_feed,doc_dept_cd,varchar,etl.stg_fms_accounting_line,doc_dept_cd,varchar,3
etl.ext_stg_fms_data_feed,doc_id,varchar,etl.stg_fms_accounting_line,doc_id,varchar,4
etl.ext_stg_fms_data_feed,doc_vers_no,varchar,etl.stg_fms_accounting_line,doc_vers_no,int,5
etl.ext_stg_fms_data_feed,col6,varchar,etl.stg_fms_accounting_line,doc_vend_ln_no,int,6
etl.ext_stg_fms_data_feed,col7,varchar,etl.stg_fms_accounting_line,doc_actg_ln_no,int,7
etl.ext_stg_fms_data_feed,col8,varchar,etl.stg_fms_accounting_line,dept_cd,varchar,8
etl.ext_stg_fms_data_feed,col9,varchar,etl.stg_fms_accounting_line,bfy,int,9
etl.ext_stg_fms_data_feed,col10,varchar,etl.stg_fms_accounting_line,fy_dc,int,10
etl.ext_stg_fms_data_feed,col11,varchar,etl.stg_fms_accounting_line,per_dc,bpchar,11
etl.ext_stg_fms_data_feed,col12,varchar,etl.stg_fms_accounting_line,rfed_doc_cd,varchar,12
etl.ext_stg_fms_data_feed,col13,varchar,etl.stg_fms_accounting_line,rfed_doc_dept_cd,varchar,13
etl.ext_stg_fms_data_feed,col14,varchar,etl.stg_fms_accounting_line,rfed_doc_id,varchar,14
etl.ext_stg_fms_data_feed,col15,varchar,etl.stg_fms_accounting_line,rfed_doc_vers_no,int,15
etl.ext_stg_fms_data_feed,col16,varchar,etl.stg_fms_accounting_line,rfed_vend_ln_no,int,16
etl.ext_stg_fms_data_feed,col17,varchar,etl.stg_fms_accounting_line,rfed_comm_ln_no,int,17
etl.ext_stg_fms_data_feed,col18,varchar,etl.stg_fms_accounting_line,rfed_actg_ln_no,int,18
etl.ext_stg_fms_data_feed,col19,varchar,etl.stg_fms_accounting_line,rqporf_doc_cd,varchar,19
etl.ext_stg_fms_data_feed,col20,varchar,etl.stg_fms_accounting_line,rqporf_doc_dept_cd,varchar,20
etl.ext_stg_fms_data_feed,col21,varchar,etl.stg_fms_accounting_line,rqporf_doc_id,varchar,21
etl.ext_stg_fms_data_feed,col22,varchar,etl.stg_fms_accounting_line,rqporf_vend_ln_no,varchar,22
